LDR1,LDR2,Voltage,Temp,Humid,timestamp
952.0,952.0,4.55,25.8,46.0,2025-04-29 17:04:24
952.0,952.0,4.35,25.4,46.0,2025-04-29 17:04:25
952.0,952.0,4.22,25.4,46.0,2025-04-29 17:04:26
952.0,952.0,4.32,25.0,46.0,2025-04-29 17:04:27
952.0,953.0,4.51,25.0,46.0,2025-04-29 17:04:28
952.0,953.0,4.4,25.8,46.0,2025-04-29 17:04:29
952.0,953.0,4.35,25.8,46.0,2025-04-29 17:04:30
952.0,953.0,4.57,25.7,46.0,2025-04-29 17:04:31
953.0,953.0,4.36,25.7,46.0,2025-04-29 17:04:32
952.0,953.0,4.39,25.5,46.0,2025-04-29 17:04:33
952.0,953.0,4.19,25.5,46.0,2025-04-29 17:04:35
952.0,953.0,4.31,25.9,46.0,2025-04-29 17:04:36
952.0,953.0,4.62,25.9,46.0,2025-04-29 17:04:37
952.0,953.0,4.4,25.7,46.0,2025-04-29 17:04:38
952.0,953.0,4.46,25.7,46.0,2025-04-29 17:04:39
952.0,953.0,4.31,25.5,46.0,2025-04-29 17:04:40
952.0,953.0,4.57,25.5,46.0,2025-04-29 17:04:41
952.0,953.0,4.27,25.9,46.0,2025-04-29 17:04:42
952.0,953.0,4.33,25.9,46.0,2025-04-29 17:04:44
952.0,953.0,4.4,25.4,46.0,2025-04-29 17:04:45
952.0,952.0,4.34,25.4,46.0,2025-04-29 17:04:46
952.0,952.0,4.46,25.7,46.0,2025-04-29 17:04:47
952.0,952.0,4.51,25.7,46.0,2025-04-29 17:04:48
952.0,952.0,4.51,25.7,46.0,2025-04-29 17:04:49
952.0,952.0,4.44,25.7,46.0,2025-04-29 17:04:50
951.0,952.0,4.4,25.3,46.0,2025-04-29 17:04:51
952.0,952.0,4.41,25.3,46.0,2025-04-29 17:04:53
952.0,952.0,4.53,25.6,46.0,2025-04-29 17:04:54
952.0,952.0,4.33,25.6,46.0,2025-04-29 17:04:55
952.0,952.0,4.43,25.3,46.0,2025-04-29 17:04:56
952.0,952.0,4.39,25.3,46.0,2025-04-29 17:04:57
952.0,952.0,4.49,25.8,46.0,2025-04-29 17:04:58
952.0,952.0,4.64,25.8,46.0,2025-04-29 17:04:59
952.0,952.0,4.35,25.5,46.0,2025-04-29 17:05:00
952.0,952.0,4.57,25.5,46.0,2025-04-29 17:05:01
952.0,953.0,4.36,25.7,46.0,2025-04-29 17:05:02
952.0,953.0,4.35,25.7,46.0,2025-04-29 17:05:04
952.0,953.0,4.37,25.7,46.0,2025-04-29 17:05:05
952.0,953.0,4.4,25.7,46.0,2025-04-29 17:05:06
952.0,953.0,4.4,25.4,46.0,2025-04-29 17:05:07
952.0,953.0,4.39,25.4,46.0,2025-04-29 17:05:08
952.0,953.0,4.41,25.8,47.0,2025-04-29 17:05:09
952.0,952.0,4.4,25.8,47.0,2025-04-29 17:05:10
952.0,953.0,4.46,25.4,47.0,2025-04-29 17:05:11
952.0,952.0,4.5,25.4,47.0,2025-04-29 17:05:12
952.0,952.0,4.41,25.8,47.0,2025-04-29 17:05:13
951.0,952.0,4.26,25.8,47.0,2025-04-29 17:05:14
952.0,952.0,4.58,25.5,47.0,2025-04-29 17:05:16
951.0,952.0,4.56,25.5,47.0,2025-04-29 17:05:17
952.0,952.0,4.62,25.3,47.0,2025-04-29 17:05:18
951.0,952.0,4.31,25.3,47.0,2025-04-29 17:05:19
952.0,951.0,4.57,25.0,47.0,2025-04-29 17:05:20
952.0,952.0,4.05,25.0,47.0,2025-04-29 17:05:21
951.0,952.0,4.39,25.4,47.0,2025-04-29 17:05:22
951.0,952.0,4.32,25.4,47.0,2025-04-29 17:05:23
952.0,952.0,4.32,25.6,47.0,2025-04-29 17:05:24
952.0,952.0,4.23,25.6,47.0,2025-04-29 17:05:26
952.0,952.0,4.34,25.5,47.0,2025-04-29 17:05:27
952.0,953.0,4.62,25.5,47.0,2025-04-29 17:05:28
952.0,953.0,4.07,25.0,47.0,2025-04-29 17:05:29
952.0,952.0,4.11,25.0,47.0,2025-04-29 17:05:30
952.0,952.0,4.29,25.8,47.0,2025-04-29 17:05:31
952.0,953.0,4.27,25.8,47.0,2025-04-29 17:05:32
952.0,953.0,4.25,25.9,47.0,2025-04-29 17:05:33
952.0,952.0,4.37,25.9,47.0,2025-04-29 17:05:34
952.0,952.0,4.45,25.1,47.0,2025-04-29 17:05:35
952.0,952.0,4.41,25.1,47.0,2025-04-29 17:05:36
952.0,953.0,4.53,25.8,47.0,2025-04-29 17:05:38
952.0,952.0,4.41,25.8,47.0,2025-04-29 17:05:39
952.0,952.0,4.41,25.5,47.0,2025-04-29 17:05:40
952.0,952.0,4.3,25.5,47.0,2025-04-29 17:05:41
952.0,952.0,4.45,25.0,47.0,2025-04-29 17:05:42
952.0,952.0,4.53,25.0,47.0,2025-04-29 17:05:43
952.0,952.0,4.45,25.5,47.0,2025-04-29 17:05:44
952.0,953.0,4.37,25.5,47.0,2025-04-29 17:05:45
952.0,953.0,4.47,25.9,47.0,2025-04-29 17:05:46
952.0,953.0,4.41,25.9,47.0,2025-04-29 17:05:47
952.0,953.0,4.48,25.0,47.0,2025-04-29 17:05:48
952.0,952.0,4.47,25.0,47.0,2025-04-29 17:05:50
952.0,952.0,4.62,25.8,47.0,2025-04-29 17:05:51
952.0,952.0,4.26,25.8,47.0,2025-04-29 17:05:52
952.0,952.0,4.43,25.2,47.0,2025-04-29 17:05:53
951.0,952.0,4.45,25.2,47.0,2025-04-29 17:05:54
952.0,952.0,4.4,25.2,47.0,2025-04-29 17:05:55
952.0,952.0,4.44,25.2,47.0,2025-04-29 17:05:56
952.0,952.0,4.41,25.9,47.0,2025-04-29 17:05:57
952.0,952.0,4.32,25.9,47.0,2025-04-29 17:05:59
952.0,952.0,4.59,25.7,47.0,2025-04-29 17:06:00
952.0,952.0,4.35,25.7,47.0,2025-04-29 17:06:01
951.0,952.0,4.41,25.4,47.0,2025-04-29 17:06:02
951.0,952.0,4.51,25.4,47.0,2025-04-29 17:06:03
951.0,951.0,4.42,25.7,47.0,2025-04-29 17:06:04
951.0,952.0,4.42,25.7,47.0,2025-04-29 17:06:05
951.0,951.0,4.62,25.9,47.0,2025-04-29 17:06:06
951.0,952.0,4.67,25.9,47.0,2025-04-29 17:06:07
951.0,951.0,4.21,25.9,47.0,2025-04-29 17:06:09
951.0,951.0,4.24,25.9,47.0,2025-04-29 17:06:10
952.0,953.0,4.64,25.3,47.0,2025-04-29 17:06:11
950.0,947.0,4.75,25.3,47.0,2025-04-29 17:06:12
952.0,952.0,3.08,25.1,47.0,2025-04-29 17:06:13
952.0,952.0,3.47,25.1,47.0,2025-04-29 17:06:14
952.0,952.0,4.13,25.2,47.0,2025-04-29 17:06:15
952.0,952.0,4.27,25.2,47.0,2025-04-29 17:06:16
951.0,952.0,4.37,25.9,47.0,2025-04-29 17:06:18
950.0,950.0,4.77,25.9,47.0,2025-04-29 17:06:19
950.0,950.0,4.7,25.9,47.0,2025-04-29 17:06:20
951.0,950.0,3.72,25.9,47.0,2025-04-29 17:06:21
952.0,953.0,3.92,25.4,47.0,2025-04-29 17:06:22
952.0,953.0,4.09,25.4,47.0,2025-04-29 17:06:23
951.0,952.0,4.35,25.7,47.0,2025-04-29 17:06:24
952.0,952.0,4.15,25.7,47.0,2025-04-29 17:06:25
952.0,952.0,4.44,25.3,47.0,2025-04-29 17:06:26
952.0,952.0,4.4,25.3,47.0,2025-04-29 17:06:27
951.0,952.0,4.21,25.3,47.0,2025-04-29 17:06:29
951.0,952.0,4.39,25.3,47.0,2025-04-29 17:06:30
952.0,952.0,4.26,25.2,47.0,2025-04-29 17:06:31
952.0,952.0,4.39,25.2,47.0,2025-04-29 17:06:32
952.0,953.0,4.35,25.9,47.0,2025-04-29 17:06:33
952.0,953.0,4.33,25.9,47.0,2025-04-29 17:06:34
952.0,953.0,4.52,25.6,47.0,2025-04-29 17:06:35
952.0,953.0,4.62,25.6,47.0,2025-04-29 17:06:36
952.0,952.0,4.58,25.4,47.0,2025-04-29 17:06:38
952.0,951.0,4.48,25.4,47.0,2025-04-29 17:06:39
951.0,950.0,4.78,25.7,47.0,2025-04-29 17:06:40
951.0,951.0,3.97,25.7,47.0,2025-04-29 17:06:41
952.0,952.0,4.36,25.2,47.0,2025-04-29 17:06:42
951.0,952.0,4.35,25.2,47.0,2025-04-29 17:06:43
951.0,951.0,4.47,25.6,47.0,2025-04-29 17:06:44
952.0,952.0,4.19,25.6,47.0,2025-04-29 17:06:46
951.0,952.0,4.23,25.5,47.0,2025-04-29 17:06:47
952.0,952.0,4.33,25.5,47.0,2025-04-29 17:06:48
952.0,952.0,4.3,25.8,47.0,2025-04-29 17:06:49
951.0,952.0,4.39,25.8,47.0,2025-04-29 17:06:50
952.0,952.0,3.68,25.7,47.0,2025-04-29 17:06:51
951.0,950.0,4.21,25.7,47.0,2025-04-29 17:06:52
951.0,951.0,4.04,25.1,47.0,2025-04-29 17:06:53
951.0,952.0,3.78,25.1,47.0,2025-04-29 17:06:55
951.0,952.0,3.84,25.4,47.0,2025-04-29 17:06:56
952.0,952.0,4.0,25.4,47.0,2025-04-29 17:06:57
952.0,952.0,4.14,25.7,47.0,2025-04-29 17:06:58
952.0,952.0,4.24,25.7,47.0,2025-04-29 17:06:59
952.0,952.0,4.29,25.2,47.0,2025-04-29 17:07:00
952.0,953.0,4.35,25.2,47.0,2025-04-29 17:07:01
952.0,953.0,4.3,25.5,47.0,2025-04-29 17:07:02
952.0,953.0,4.34,25.5,47.0,2025-04-29 17:07:03
952.0,953.0,4.36,25.3,47.0,2025-04-29 17:07:05
952.0,953.0,4.38,25.3,47.0,2025-04-29 17:07:06
952.0,953.0,4.5,25.2,47.0,2025-04-29 17:07:07
952.0,953.0,4.4,25.2,47.0,2025-04-29 17:07:08
952.0,953.0,4.45,25.6,47.0,2025-04-29 17:07:09
952.0,953.0,4.38,25.6,47.0,2025-04-29 17:07:10
952.0,953.0,4.27,25.6,47.0,2025-04-29 17:07:11
952.0,953.0,4.34,25.6,47.0,2025-04-29 17:07:12
952.0,953.0,4.36,25.5,47.0,2025-04-29 17:07:13
952.0,952.0,4.39,25.5,47.0,2025-04-29 17:07:15
952.0,952.0,4.39,25.5,47.0,2025-04-29 17:07:16
952.0,952.0,4.38,25.5,47.0,2025-04-29 17:07:17
952.0,952.0,4.41,25.4,47.0,2025-04-29 17:07:18
952.0,952.0,4.48,25.4,47.0,2025-04-29 17:07:19
952.0,953.0,4.46,25.7,47.0,2025-04-29 17:07:20
952.0,953.0,4.45,25.7,47.0,2025-04-29 17:07:21
952.0,952.0,4.45,25.7,47.0,2025-04-29 17:07:22
952.0,952.0,4.44,25.7,47.0,2025-04-29 17:07:23
952.0,953.0,4.46,25.1,47.0,2025-04-29 17:07:25
952.0,953.0,4.44,25.1,47.0,2025-04-29 17:07:26
952.0,952.0,4.3,25.4,47.0,2025-04-29 17:07:27
952.0,953.0,4.39,25.4,47.0,2025-04-29 17:07:28
952.0,953.0,4.69,25.7,47.0,2025-04-29 17:07:29
952.0,953.0,4.41,25.7,47.0,2025-04-29 17:07:30
952.0,953.0,4.4,25.0,47.0,2025-04-29 17:07:31
952.0,953.0,4.41,25.0,47.0,2025-04-29 17:07:33
952.0,953.0,4.43,25.6,47.0,2025-04-29 17:07:34
952.0,953.0,4.37,25.6,47.0,2025-04-29 17:07:35
952.0,953.0,4.36,25.4,47.0,2025-04-29 17:07:36
952.0,953.0,4.42,25.4,47.0,2025-04-29 17:07:37
952.0,952.0,4.42,25.6,47.0,2025-04-29 17:07:38
952.0,953.0,4.44,25.6,47.0,2025-04-29 17:07:39
952.0,952.0,4.43,25.3,47.0,2025-04-29 17:07:40
952.0,952.0,4.42,25.3,47.0,2025-04-29 17:07:41
952.0,953.0,4.42,25.1,47.0,2025-04-29 17:07:43
952.0,953.0,4.38,25.1,47.0,2025-04-29 17:07:44
952.0,953.0,4.42,25.4,47.0,2025-04-29 17:07:45
952.0,953.0,4.42,25.4,47.0,2025-04-29 17:07:46
952.0,953.0,4.42,25.3,47.0,2025-04-29 17:07:47
952.0,953.0,4.53,25.3,47.0,2025-04-29 17:07:48
952.0,952.0,4.46,25.0,47.0,2025-04-29 17:07:49
952.0,953.0,4.43,25.0,47.0,2025-04-29 17:07:50
952.0,953.0,4.55,25.0,47.0,2025-04-29 17:07:51
952.0,953.0,4.35,25.0,47.0,2025-04-29 17:07:52
950.0,952.0,2.9,25.2,47.0,2025-04-29 17:07:54
951.0,951.0,4.69,25.2,47.0,2025-04-29 17:07:55
951.0,951.0,4.45,25.9,47.0,2025-04-29 17:07:56
951.0,952.0,4.38,25.9,47.0,2025-04-29 17:07:57
951.0,951.0,4.53,25.3,47.0,2025-04-29 17:07:58
951.0,951.0,4.54,25.3,47.0,2025-04-29 17:07:59
951.0,951.0,4.46,25.9,47.0,2025-04-29 17:08:00
951.0,951.0,4.48,25.9,47.0,2025-04-29 17:08:01
951.0,952.0,4.47,25.9,47.0,2025-04-29 17:08:02
951.0,952.0,4.45,25.9,47.0,2025-04-29 17:08:03
951.0,952.0,4.44,25.1,47.0,2025-04-29 17:08:04
951.0,952.0,4.44,25.1,47.0,2025-04-29 17:08:05
951.0,951.0,4.44,25.3,47.0,2025-04-29 17:08:06
951.0,951.0,4.57,25.3,47.0,2025-04-29 17:08:08
951.0,950.0,4.62,25.9,47.0,2025-04-29 17:08:09
951.0,951.0,4.28,25.9,47.0,2025-04-29 17:08:10
951.0,951.0,3.96,25.4,47.0,2025-04-29 17:08:11
951.0,952.0,4.32,25.4,47.0,2025-04-29 17:08:12
952.0,952.0,4.49,25.5,47.0,2025-04-29 17:08:13
952.0,951.0,4.63,25.5,47.0,2025-04-29 17:08:14
952.0,951.0,4.51,25.2,47.0,2025-04-29 17:08:15
952.0,952.0,4.37,25.2,47.0,2025-04-29 17:08:16
951.0,952.0,4.43,25.4,47.0,2025-04-29 17:08:17
952.0,952.0,4.5,25.4,47.0,2025-04-29 17:08:18
952.0,952.0,4.43,25.6,47.0,2025-04-29 17:08:19
952.0,952.0,4.41,25.6,47.0,2025-04-29 17:08:21
952.0,952.0,4.26,25.8,47.0,2025-04-29 17:08:22
952.0,952.0,4.46,25.8,47.0,2025-04-29 17:08:23
952.0,952.0,4.64,25.0,47.0,2025-04-29 17:08:24
952.0,952.0,4.48,25.0,47.0,2025-04-29 17:08:25
952.0,952.0,4.4,25.2,47.0,2025-04-29 17:08:26
952.0,952.0,4.23,25.2,47.0,2025-04-29 17:08:27
952.0,952.0,4.6,25.7,47.0,2025-04-29 17:08:28
952.0,952.0,4.24,25.7,47.0,2025-04-29 17:08:30
952.0,952.0,4.32,25.4,47.0,2025-04-29 17:08:31
952.0,952.0,4.42,25.4,47.0,2025-04-29 17:08:32
952.0,952.0,4.33,25.0,47.0,2025-04-29 17:08:33
952.0,952.0,4.32,25.0,47.0,2025-04-29 17:08:34
952.0,952.0,4.43,25.4,47.0,2025-04-29 17:08:35
952.0,952.0,4.32,25.4,47.0,2025-04-29 17:08:36
952.0,952.0,4.34,25.6,47.0,2025-04-29 17:08:37
951.0,952.0,4.42,25.6,47.0,2025-04-29 17:08:39
952.0,952.0,4.38,25.2,47.0,2025-04-29 17:08:40
952.0,952.0,4.39,25.2,47.0,2025-04-29 17:08:41
952.0,952.0,4.37,25.3,47.0,2025-04-29 17:08:42
952.0,952.0,4.41,25.3,47.0,2025-04-29 17:08:43
952.0,952.0,4.35,25.0,47.0,2025-04-29 17:08:44
952.0,952.0,4.31,25.0,47.0,2025-04-29 17:08:45
952.0,952.0,4.4,25.5,47.0,2025-04-29 17:08:46
952.0,952.0,4.46,25.5,47.0,2025-04-29 17:08:47
952.0,952.0,4.54,25.6,47.0,2025-04-29 17:08:48
952.0,952.0,4.57,25.6,47.0,2025-04-29 17:08:50
952.0,952.0,4.52,25.7,47.0,2025-04-29 17:08:51
952.0,952.0,4.52,25.7,47.0,2025-04-29 17:08:52
952.0,952.0,4.5,25.2,47.0,2025-04-29 17:08:53
952.0,951.0,4.17,25.2,47.0,2025-04-29 17:08:54
951.0,954.0,4.47,25.4,47.0,2025-04-29 17:08:55
952.0,952.0,4.45,25.4,47.0,2025-04-29 17:08:56
952.0,952.0,4.49,25.9,47.0,2025-04-29 17:08:57
952.0,952.0,4.24,25.9,47.0,2025-04-29 17:08:58
952.0,952.0,4.29,25.6,47.0,2025-04-29 17:08:59
952.0,952.0,4.36,25.6,47.0,2025-04-29 17:09:00
952.0,952.0,4.35,25.4,47.0,2025-04-29 17:09:02
952.0,952.0,4.37,25.4,47.0,2025-04-29 17:09:03
952.0,952.0,4.39,25.6,47.0,2025-04-29 17:09:04
952.0,952.0,4.4,25.6,47.0,2025-04-29 17:09:05
952.0,952.0,4.42,25.4,47.0,2025-04-29 17:09:06
952.0,952.0,4.34,25.4,47.0,2025-04-29 17:09:07
952.0,952.0,4.42,25.1,47.0,2025-04-29 17:09:08
952.0,951.0,4.32,25.1,47.0,2025-04-29 17:09:09
952.0,952.0,4.28,25.3,47.0,2025-04-29 17:09:10
952.0,953.0,4.48,25.3,47.0,2025-04-29 17:09:12
952.0,952.0,4.25,25.1,47.0,2025-04-29 17:09:13
951.0,951.0,4.39,25.1,47.0,2025-04-29 17:09:14
952.0,951.0,4.4,25.2,47.0,2025-04-29 17:09:15
952.0,952.0,4.44,25.2,47.0,2025-04-29 17:09:16
952.0,952.0,4.64,25.8,47.0,2025-04-29 17:09:17
952.0,952.0,4.68,25.8,47.0,2025-04-29 17:09:18
952.0,953.0,4.71,25.6,47.0,2025-04-29 17:09:19
952.0,953.0,4.47,25.6,47.0,2025-04-29 17:09:20
952.0,953.0,4.47,25.4,47.0,2025-04-29 17:09:21
952.0,953.0,4.47,25.4,47.0,2025-04-29 17:09:22
952.0,952.0,4.5,25.0,47.0,2025-04-29 17:09:23
952.0,952.0,4.48,25.0,47.0,2025-04-29 17:09:25
952.0,952.0,4.43,25.0,47.0,2025-04-29 17:09:26
952.0,952.0,4.43,25.0,47.0,2025-04-29 17:09:27
952.0,952.0,4.15,25.7,47.0,2025-04-29 17:09:28
952.0,952.0,4.46,25.7,47.0,2025-04-29 17:09:29
952.0,952.0,4.49,25.9,47.0,2025-04-29 17:09:30
952.0,952.0,4.45,25.9,47.0,2025-04-29 17:09:31
952.0,952.0,4.42,25.1,47.0,2025-04-29 17:09:32
952.0,952.0,4.38,25.1,47.0,2025-04-29 17:09:33
952.0,952.0,4.41,25.4,47.0,2025-04-29 17:09:34
952.0,952.0,4.4,25.4,47.0,2025-04-29 17:09:35
952.0,952.0,4.46,25.3,47.0,2025-04-29 17:09:37
952.0,952.0,4.61,25.3,47.0,2025-04-29 17:09:38
951.0,952.0,4.14,25.0,47.0,2025-04-29 17:09:39
952.0,952.0,4.35,25.0,47.0,2025-04-29 17:09:40
952.0,952.0,4.55,25.9,47.0,2025-04-29 17:09:41
951.0,952.0,4.32,25.9,47.0,2025-04-29 17:09:42
952.0,952.0,4.58,25.4,47.0,2025-04-29 17:09:43
952.0,951.0,3.93,25.4,47.0,2025-04-29 17:09:44
952.0,952.0,3.87,25.4,47.0,2025-04-29 17:09:46
952.0,952.0,4.08,25.4,47.0,2025-04-29 17:09:47
952.0,952.0,4.13,25.0,47.0,2025-04-29 17:09:48
952.0,952.0,4.4,25.0,47.0,2025-04-29 17:09:49
952.0,952.0,4.37,25.2,47.0,2025-04-29 17:09:50
952.0,952.0,4.42,25.2,47.0,2025-04-29 17:09:51
952.0,953.0,4.4,25.7,47.0,2025-04-29 17:09:52
952.0,952.0,4.42,25.7,47.0,2025-04-29 17:09:53
952.0,952.0,4.46,25.6,47.0,2025-04-29 17:09:55
952.0,952.0,4.45,25.6,47.0,2025-04-29 17:09:56
952.0,952.0,4.39,25.2,47.0,2025-04-29 17:09:57
952.0,952.0,4.4,25.2,47.0,2025-04-29 17:09:58
952.0,952.0,4.46,25.3,47.0,2025-04-29 17:09:59
952.0,952.0,4.42,25.3,47.0,2025-04-29 17:10:00
952.0,952.0,4.41,25.9,47.0,2025-04-29 17:10:01
951.0,951.0,4.15,25.9,47.0,2025-04-29 17:10:02
952.0,952.0,4.87,25.3,47.0,2025-04-29 17:10:03
951.0,952.0,4.02,25.3,47.0,2025-04-29 17:10:05
952.0,952.0,4.22,25.1,47.0,2025-04-29 17:10:06
952.0,952.0,4.39,25.1,47.0,2025-04-29 17:10:07
952.0,952.0,4.44,25.5,47.0,2025-04-29 17:10:08
952.0,952.0,4.44,25.5,47.0,2025-04-29 17:10:09
952.0,952.0,4.47,25.4,47.0,2025-04-29 17:10:10
952.0,952.0,4.48,25.4,47.0,2025-04-29 17:10:11
952.0,952.0,4.43,25.3,47.0,2025-04-29 17:10:12
952.0,952.0,4.38,25.3,47.0,2025-04-29 17:10:13
952.0,952.0,4.42,25.0,47.0,2025-04-29 17:10:14
952.0,952.0,4.4,25.0,47.0,2025-04-29 17:10:15
952.0,952.0,4.4,25.8,47.0,2025-04-29 17:10:16
952.0,953.0,4.41,25.8,47.0,2025-04-29 17:10:17
952.0,953.0,4.44,25.9,47.0,2025-04-29 17:10:18
952.0,953.0,4.43,25.9,47.0,2025-04-29 17:10:20
952.0,953.0,4.37,25.5,47.0,2025-04-29 17:10:21
952.0,953.0,4.48,25.5,47.0,2025-04-29 17:10:22
952.0,953.0,4.54,25.4,47.0,2025-04-29 17:10:23
952.0,953.0,4.38,25.4,47.0,2025-04-29 17:10:24
952.0,952.0,4.59,25.5,47.0,2025-04-29 17:10:25
952.0,953.0,4.4,25.5,47.0,2025-04-29 17:10:26
952.0,952.0,4.38,25.4,47.0,2025-04-29 17:10:27
952.0,953.0,4.41,25.4,47.0,2025-04-29 17:10:29
952.0,953.0,4.42,25.8,47.0,2025-04-29 17:10:30
952.0,953.0,4.44,25.8,47.0,2025-04-29 17:10:31
952.0,952.0,4.33,25.4,47.0,2025-04-29 17:10:32
951.0,951.0,4.39,25.4,47.0,2025-04-29 17:10:33
952.0,952.0,4.7,25.8,47.0,2025-04-29 17:10:34
952.0,952.0,4.41,25.8,47.0,2025-04-29 17:10:35
952.0,952.0,4.41,25.4,47.0,2025-04-29 17:10:36
952.0,952.0,4.39,25.4,47.0,2025-04-29 17:10:37
951.0,952.0,4.39,25.9,47.0,2025-04-29 17:10:38
952.0,952.0,4.39,25.9,47.0,2025-04-29 17:10:40
951.0,952.0,4.4,25.3,47.0,2025-04-29 17:10:41
952.0,952.0,4.42,25.3,47.0,2025-04-29 17:10:42
952.0,952.0,4.45,25.0,47.0,2025-04-29 17:10:43
952.0,952.0,4.41,25.0,47.0,2025-04-29 17:10:44
952.0,952.0,4.43,25.5,47.0,2025-04-29 17:10:45
952.0,952.0,4.39,25.5,47.0,2025-04-29 17:10:46
952.0,952.0,4.51,25.1,47.0,2025-04-29 17:10:47
951.0,953.0,4.26,25.1,47.0,2025-04-29 17:10:49
952.0,953.0,4.63,25.6,47.0,2025-04-29 17:10:50
952.0,952.0,4.58,25.6,47.0,2025-04-29 17:10:51
952.0,953.0,4.49,25.3,47.0,2025-04-29 17:10:52
952.0,952.0,4.48,25.3,47.0,2025-04-29 17:10:53
952.0,953.0,4.5,25.0,47.0,2025-04-29 17:10:54
952.0,953.0,4.62,25.0,47.0,2025-04-29 17:10:55
952.0,953.0,4.59,25.5,47.0,2025-04-29 17:10:56
952.0,953.0,4.64,25.5,47.0,2025-04-29 17:10:57
952.0,953.0,4.21,25.6,47.0,2025-04-29 17:10:58
952.0,953.0,4.46,25.6,47.0,2025-04-29 17:10:59
952.0,953.0,4.27,25.3,47.0,2025-04-29 17:11:00
952.0,953.0,4.39,25.3,47.0,2025-04-29 17:11:01
952.0,953.0,4.3,25.8,47.0,2025-04-29 17:11:03
952.0,952.0,4.39,25.8,47.0,2025-04-29 17:11:04
952.0,952.0,4.24,25.5,47.0,2025-04-29 17:11:05
952.0,953.0,4.33,25.5,47.0,2025-04-29 17:11:06
952.0,952.0,4.39,25.4,47.0,2025-04-29 17:11:07
952.0,952.0,4.41,25.4,47.0,2025-04-29 17:11:08
952.0,952.0,4.55,25.1,47.0,2025-04-29 17:11:09
951.0,952.0,4.43,25.1,47.0,2025-04-29 17:11:10
951.0,952.0,4.51,25.1,47.0,2025-04-29 17:11:11
951.0,952.0,4.5,25.1,47.0,2025-04-29 17:11:12
951.0,952.0,4.4,25.1,47.0,2025-04-29 17:11:13
951.0,952.0,4.46,25.1,47.0,2025-04-29 17:11:15
951.0,952.0,4.41,25.1,47.0,2025-04-29 17:11:16
951.0,952.0,4.47,25.1,47.0,2025-04-29 17:11:17
952.0,952.0,4.41,25.2,47.0,2025-04-29 17:11:18
952.0,952.0,4.44,25.2,47.0,2025-04-29 17:11:19
951.0,952.0,4.39,25.3,47.0,2025-04-29 17:11:20
951.0,952.0,4.45,25.3,47.0,2025-04-29 17:11:21
952.0,952.0,4.45,25.8,47.0,2025-04-29 17:11:22
952.0,952.0,4.39,25.8,47.0,2025-04-29 17:11:23
952.0,952.0,4.44,25.2,47.0,2025-04-29 17:11:25
952.0,952.0,4.49,25.2,47.0,2025-04-29 17:11:26
952.0,952.0,4.44,25.3,47.0,2025-04-29 17:11:27
952.0,953.0,4.44,25.3,47.0,2025-04-29 17:11:28
952.0,953.0,4.4,25.0,47.0,2025-04-29 17:11:29
951.0,950.0,4.36,25.0,47.0,2025-04-29 17:11:30
951.0,952.0,4.5,25.5,47.0,2025-04-29 17:11:31
952.0,952.0,4.42,25.5,47.0,2025-04-29 17:11:32
953.0,952.0,4.34,25.1,47.0,2025-04-29 17:11:34
952.0,952.0,4.28,25.1,47.0,2025-04-29 17:11:35
952.0,952.0,4.51,25.8,47.0,2025-04-29 17:11:36
952.0,952.0,4.49,25.8,47.0,2025-04-29 17:11:37
951.0,952.0,4.47,25.6,47.0,2025-04-29 17:11:38
951.0,952.0,4.45,25.6,47.0,2025-04-29 17:11:39
951.0,951.0,4.44,25.5,47.0,2025-04-29 17:11:40
951.0,952.0,4.52,25.5,47.0,2025-04-29 17:11:41
951.0,952.0,4.49,25.6,47.0,2025-04-29 17:11:42
951.0,952.0,4.57,25.6,47.0,2025-04-29 17:11:43
951.0,952.0,4.38,25.1,47.0,2025-04-29 17:11:45
952.0,952.0,4.47,25.1,47.0,2025-04-29 17:11:46
952.0,952.0,4.22,25.6,47.0,2025-04-29 17:11:47
951.0,953.0,4.4,25.6,47.0,2025-04-29 17:11:48
952.0,953.0,4.37,25.3,47.0,2025-04-29 17:11:49
952.0,952.0,4.24,25.3,47.0,2025-04-29 17:11:50
952.0,953.0,4.37,25.7,47.0,2025-04-29 17:11:51
952.0,953.0,4.26,25.7,47.0,2025-04-29 17:11:52
952.0,952.0,4.54,25.5,47.0,2025-04-29 17:11:53
952.0,952.0,4.44,25.5,47.0,2025-04-29 17:11:55
952.0,952.0,4.51,25.5,47.0,2025-04-29 17:11:56
952.0,952.0,4.41,25.5,47.0,2025-04-29 17:11:57
952.0,952.0,4.41,25.8,47.0,2025-04-29 17:11:58
952.0,952.0,4.39,25.8,47.0,2025-04-29 17:11:59
952.0,952.0,4.54,25.2,47.0,2025-04-29 17:12:00
952.0,953.0,4.46,25.2,47.0,2025-04-29 17:12:01
952.0,952.0,4.4,25.6,47.0,2025-04-29 17:12:02
952.0,952.0,4.38,25.6,47.0,2025-04-29 17:12:03
952.0,953.0,4.41,25.5,47.0,2025-04-29 17:12:04
952.0,952.0,4.42,25.5,47.0,2025-04-29 17:12:06
952.0,952.0,4.36,25.4,47.0,2025-04-29 17:12:07
952.0,952.0,4.38,25.4,47.0,2025-04-29 17:12:08
952.0,952.0,4.38,25.7,47.0,2025-04-29 17:12:09
952.0,952.0,4.47,25.7,47.0,2025-04-29 17:12:10
